"name","fonction_1","fonction_2","fonction_3","fonction_4","fonction_5","fonction_6","fonction_7","fonction_8","fonction_9","fonction_10","fonction_11","nom_simplifie"
"ARCTOSTAPHYLOS UVA URSI LEAF EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARCTOSTAPHYLOS UVA URSI LEAF POWDER","Agent éclaircissant","Agent d'entretien de la peau","","","","","","","","","",""
"ARCTOSTAPHYLOS UVA-URSI LEAF EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARCTOSTAPHYLOS UVA-URSI LEAF POWDER","Agent éclaircissant","Agent d'entretien de la peau","","","","","","","","","",""
"ARDISIA CRISPA EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARECA CATECHU SEED/EUGENIA CARYOPHYLLUS STEM EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARGAN OIL AMINOPROPANEDIOL ESTERS","Agent d'entretien de la peau","","","","","","","","","","",""
"ARGAN OIL GLYCERETH-8 ESTERS","Agent nettoyant","Emollient","Agent émulsifiant","Tensioactif","","","","","","","",""
"ARGAN OIL ISOSTEARYL ESTERS","Emollient","Conditionneur capillaire","Agent d'entretien de la peau","","","","","","","","",""
"ARGAN OIL PEG-8 ESTERS","Emollient","Agent émulsifiant","Agent d'entretien de la peau","Tensioactif","","","","","","","",""
"ARGAN OIL POLYGLYCERYL-6 ESTERS","Emollient","Agent émulsifiant","Agent d'entretien de la peau","Tensioactif","","","","","","","",""
"ARGANIA SPINOSA EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARGANIA SPINOSA FRUIT UNSAPONIFIABLES","Emollient","","","","","","","","","","",""
"ARGANIA SPINOSA KERNEL EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARGANIA SPINOSA KERNEL OIL","Emollient","Agent d'entretien de la peau","","","","","","","","","",""
"ARGANIA SPINOSA KERNEL OIL/HYDROGENATED ARGANIA SPINOSA KERNEL OIL ESTERS","Emollient","Humectant","Agent d'entretien de la peau","","","","","","","","",""
"ARGANIA SPINOSA LEAF CELL EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARGANIA SPINOSA LEAF EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARGANIA SPINOSA SEEDCAKE EXTRACT","Humectant","","","","","","","","","","",""
"ARGANIA SPINOSA SHELL POWDER","Agent Abrasif","","","","","","","","","","",""
"ARGANIA SPINOSA SPROUT CELL EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARGEMONE MEXICANA CALLUS EXTRACT","Antioxydant","","","","","","","","","","",""
"ARGILLA","Agent Abrasif","Agent de foisonnement","Humectant","","","","","","","","",""
"ARGILLA EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARGININE","Antistatique","Conditionneur capillaire","Agent masquant","Agent d'entretien de la peau","","","","","","","",""
"ARGININE ASPARTATE","Conditionneur capillaire","Agent d'entretien de la peau","","","","","","","","","",""
"ARGININE BICARBONATE","Agent d'hygiène buccale","","","","","","","","","","",""
"ARGININE COCOATE","Agent d'entretien de la peau","","","","","","","","","","",""
"ARGININE FERULATE","Agent d'entretien de la peau","","","","","","","","","","",""
"ARGININE GLUTAMATE","Conditionneur capillaire","Agent d'entretien de la peau","","","","","","","","","",""
"ARGININE HCL","Agent d'entretien de la peau","","","","","","","","","","",""
"ARGININE LAUROYL METHYL BETA-ALANINATE","Agent nettoyant","Tensioactif","","","","","","","","","",""
"ARGININE PCA","Humectant","Agent d'entretien de la peau","","","","","","","","","",""
"ARGININE/LYSINE POLYPEPTIDE","Agent d'entretien de la peau","","","","","","","","","","",""
"ARISAEMA AMURENSE EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARISTOTELIA CHILENSIS FRUIT EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARISTOTELIA CHILENSIS FRUIT JUICE","Antioxydant","","","","","","","","","","",""
"ARISTOTELIA CHILENSIS LEAF EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARISTOTELIA CHILENSIS SEED OIL","Emollient","Humectant","Agent d'entretien de la peau","","","","","","","","",""
"ARMERIA MARITIMA EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARNEBIA EUCHROMA ROOT EXTRACT","Antimicrobien","","","","","","","","","","",""
"ARNICA CHAMISSONIS FLOWER EXTRACT","Agent masquant","Agent d'entretien de la peau","","","","","","","","","",""
"ARNICA CORDIFOLIA EXTRACT","","","","","","","","","","","",""
"ARNICA MONTANA FLOWER","Agent d'entretien de la peau","","","","","","","","","","",""
"ARNICA MONTANA FLOWER EXTRACT","Agent masquant","Agent d'entretien de la peau","Agent parfumant","","","","","","","","",""
"ARNICA MONTANA FLOWER OIL","Agent parfumant","","","","","","","","","","",""
"ARNICA MONTANA FLOWER WATER","Agent d'entretien de la peau","","","","","","","","","","",""
"ARNICA MONTANA LEAF EXTRACT","","","","","","","","","","","",""
"AROMA","Agent arômatisant","","","","","","","","","","",""
"ARONIA ARBUTIFOLIA EXTRACT","Conditionneur capillaire","Agent d'entretien de la peau","","","","","","","","","",""
"ARONIA ARBUTIFOLIA FRUIT EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARONIA MELANOCARPA FRUIT EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARONIA MELANOCARPA FRUIT JUICE","Agent d'entretien de la peau","","","","","","","","","","",""
"ARRABIDAEA CHICA LEAF EXTRACT","","","","","","","","","","","",""
"ARRABIDAEA CHICA LEAF/STEM EXTRACT","Antimicrobien","Astringent","Colorant cosmétique","Emollient","Agent d'entretien de la peau","","","","","","",""
"ARTEMIA EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARTEMISIA ABROTANUM EXTRACT","Agent de protection de la peau","","","","","","","","","","",""
"ARTEMISIA ABROTANUM LEAF/STEM EXTRACT","Hydratant","Agent d'entretien de la peau","","","","","","","","","",""
"ARTEMISIA ABSINTHIUM EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARTEMISIA ABSINTHIUM HERB EXTRACT","Agent parfumant","","","","","","","","","","",""
"ARTEMISIA ABSINTHIUM HERB OIL","Agent parfumant","","","","","","","","","","",""
"ARTEMISIA ABSINTHIUM OIL","Antimicrobien","","","","","","","","","","",""
"ARTEMISIA ANNUA EXTRACT","Agent masquant","","","","","","","","","","",""
"ARTEMISIA ANNUA HERB OIL","Agent parfumant","","","","","","","","","","",""
"ARTEMISIA ANNUA LEAF EXTRACT","Antipelliculaire","Antimicrobien","Agent d'entretien de la peau","Agent parfumant","","","","","","","",""
"ARTEMISIA ANNUA OIL","Antioxydant","Emollient","Humectant","Agent d'entretien de la peau","","","","","","","",""
"ARTEMISIA ANNUA SEED EXTRACT","Antioxydant","","","","","","","","","","",""
"ARTEMISIA ARBORESCENS HERB OIL","Agent parfumant","","","","","","","","","","",""
"ARTEMISIA ARGYI LEAF EXTRACT","Conditionneur capillaire","Agent d'entretien de la peau","","","","","","","","","",""
"ARTEMISIA ASIATICA EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARTEMISIA CAPILLARIS EXTRACT","","","","","","","","","","","",""
"ARTEMISIA CAPILLARIS FLOWER EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARTEMISIA CAPILLARIS FLOWER/LEAF/STEM WATER","Agent masquant","Agent d'entretien de la peau","Agent parfumant","Agent arômatisant","","","","","","","",""
"ARTEMISIA CAPILLARIS LEAF EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARTEMISIA DRACUNCULUS HERB EXTRACT","Agent parfumant","","","","","","","","","","",""
"ARTEMISIA DRACUNCULUS LEAF/STEM EXTRACT","Agent masquant","","","","","","","","","","",""
"ARTEMISIA DRACUNCULUS OIL","Agent d'entretien de la peau","Agent parfumant","","","","","","","","","",""
"ARTEMISIA DRACUNCULUS ROOT EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARTEMISIA GLACIALIS EXTRACT","Humectant","Agent d'entretien de la peau","","","","","","","","","",""
"ARTEMISIA GMELINII EXTRACT","Emollient","Agent d'entretien de la peau","Agent de protection de la peau","","","","","","","","",""
"ARTEMISIA HERBA-ALBA FLOWER EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARTEMISIA HERBA-ALBA HERB OIL","Agent parfumant","","","","","","","","","","",""
"ARTEMISIA HERBA-ALBA LEAF OIL","Agent masquant","","","","","","","","","","",""
"ARTEMISIA HERBA-ALBA OIL","Agent masquant","","","","","","","","","","",""
"ARTEMISIA JAPONICA EXTRACT","Humectant","Agent de protection de la peau","","","","","","","","","",""
"ARTEMISIA LAVANDULAEFOLIA EXTRACT","Agent de protection de la peau","","","","","","","","","","",""
"ARTEMISIA MARITIMA EXTRACT","Antioxydant","","","","","","","","","","",""
"ARTEMISIA MONGOLIA LEAF EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARTEMISIA MONTANA LEAF EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARTEMISIA PALLENS FLOWER OIL","Agent masquant","Agent parfumant","","","","","","","","","",""
"ARTEMISIA PALLENS FLOWER/LEAF/STEM OIL","Agent masquant","","","","","","","","","","",""
"ARTEMISIA PALLENS HERB EXTRACT","Agent parfumant","","","","","","","","","","",""
"ARTEMISIA PALLENS HERB OIL","Agent parfumant","","","","","","","","","","",""
"ARTEMISIA PRINCEPS CALLUS EXTRACT","Antioxydant","Conditionneur capillaire","Humectant","Agent d'entretien de la peau","Agent de protection de la peau","","","","","","",""
"ARTEMISIA PRINCEPS EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARTEMISIA PRINCEPS LEAF EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARTEMISIA PRINCEPS LEAF WATER","Agent masquant","","","","","","","","","","",""
"ARTEMISIA SCOPARIA EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARTEMISIA TRIDENTATA EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARTEMISIA TRIDENTATA LEAF/STEM OIL","Agent d'entretien de la peau","","","","","","","","","","",""
"ARTEMISIA UMBELLIFORMIS EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARTEMISIA UMBELLIFORMIS FLOWER EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARTEMISIA VULGARIS EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARTEMISIA VULGARIS HERB EXTRACT","Agent parfumant","","","","","","","","","","",""
"ARTEMISIA VULGARIS OIL","Agent d'entretien de la peau","Agent parfumant","","","","","","","","","",""
"ARTHROSPIRA EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARTHROSPIRA PLATENSIS EXTRACT","Antioxydant","Conditionneur capillaire","Humectant","Agent d'entretien de la peau","Agent de protection de la peau","","","","","","",""
"ARTOCARPUS HETEROPHYLLUS FRUIT EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ARTOCARPUS HETEROPHYLLUS SEED EXTRACT","Agent éclaircissant","","","","","","","","","","",""
"ARTOCARPUS LAKOOCHA WOOD EXTRACT","Antimicrobien","Antioxydant","Agent éclaircissant","Agent d'entretien de la peau","","","","","","","",""
"ARUNDO DONAX STEM EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ASARUM HETEROTROPOIDES EXTRACT","Antipelliculaire","Antimicrobien","Antioxydant","","","","","","","","",""
"ASARUM SIEBOLDI ROOT EXTRACT","","","","","","","","","","","",""
"ASARUM SIEBOLDII ROOT EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ASCOPHYLLUM NODOSUM","Agent d'entretien de la peau","","","","","","","","","","",""
"ASCOPHYLLUM NODOSUM EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ASCOPHYLLUM NODOSUM POWDER","Agent d'entretien de la peau","","","","","","","","","","",""
"ASCORBIC ACID","Antioxydant","Régulateur de pH","Agent masquant","Agent d'entretien de la peau","","","","","","","",""
"ASCORBIC ACID POLYPEPTIDE","Antioxydant","Agent d'entretien de la peau","","","","","","","","","",""
"ASCORBIC ACID/ORANGE/CITRUS LIMON/CITRUS AURANTIFOLIA POLYPEPTIDES","Agent d'entretien de la peau","","","","","","","","","","",""
"ASCORBYL DIPALMITATE","Antioxydant","","","","","","","","","","",""
"ASCORBYL GLUCOSIDE","Antioxydant","","","","","","","","","","",""
"ASCORBYL ISOSTEARATE","Agent d'entretien de la peau","","","","","","","","","","",""
"ASCORBYL LINOLEATE","Antioxydant","Agent éclaircissant","Agent d'entretien de la peau","Agent de protection de la peau","","","","","","","",""
"ASCORBYL METHYLSILANOL PECTINATE","Antioxydant","Agent de contrôle de la viscosité","","","","","","","","","",""
"ASCORBYL PALMITATE","Antioxydant","Agent masquant","","","","","","","","","",""
"ASCORBYL PROPYL HYALURONATE","Agent d'entretien de la peau","","","","","","","","","","",""
"ASCORBYL RETINOATE","Antioxydant","","","","","","","","","","",""
"ASCORBYL STEARATE","Antioxydant","","","","","","","","","","",""
"ASCORBYL TETRAISOPALMITATE","Antioxydant","Emollient","","","","","","","","","",""
"ASCORBYL TOCOPHERYL ACETATE","Agent d'entretien de la peau","","","","","","","","","","",""
"ASCORBYL TOCOPHERYL MALEATE","Antioxydant","Emollient","Agent d'entretien de la peau","","","","","","","","",""
"ASCORBYLMETHYLCARBONYL PENTAPEPTIDE-72 TRI-T-BUTYL TRYPTOPHANAMIDE","Antioxydant","Agent de protection de la peau","Agent d'entretien de la peau - Divers","","","","","","","","",""
"ASIATIC ACID","Agent d'entretien de la peau","Agent stabilisant","","","","","","","","","",""
"ASIATICOSIDE","Antioxydant","Agent d'entretien de la peau","Agent parfumant","","","","","","","","",""
"ASIATICOSIDE/MADECASSIC ACID/ASIATIC ACID (CENTELLA ASIATICA)","","","","","","","","","","","",""
"ASPALATHUS LINEARIS EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ASPALATHUS LINEARIS LEAF","Agent d'entretien de la peau","","","","","","","","","","",""
"ASPALATHUS LINEARIS LEAF EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ASPALATHUS LINEARIS LEAF/STALK EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ASPALATHUS LINEARIS WATER","Humectant","Agent d'entretien de la peau","","","","","","","","","",""
"ASPARAGINE","Antistatique","Conditionneur capillaire","Agent masquant","Agent d'entretien de la peau","","","","","","","",""
"ASPARAGOPSIS ARMATA EXTRACT","Agent de protection de la peau","","","","","","","","","","",""
"ASPARAGUS COCHINCHINENSIS EXTRACT","Agent de protection de la peau","","","","","","","","","","",""
"ASPARAGUS COCHINCHINENSIS ROOT EXTRACT","Conditionneur capillaire","Agent d'entretien de la peau","","","","","","","","","",""
"ASPARAGUS LUCIDUS EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ASPARAGUS LUCIDUS ROOT EXTRACT","Humectant","Agent d'entretien de la peau","","","","","","","","","",""
"ASPARAGUS OFFICINALIS EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ASPARAGUS OFFICINALIS ROOT EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ASPARAGUS OFFICINALIS STEM EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ASPARAGUS RACEMOSUS ROOT","Antimicrobien","Emollient","Agent d'entretien de la peau","","","","","","","","",""
"ASPARAGUS RACEMOSUS ROOT EXTRACT","Antimicrobien","Emollient","Agent d'entretien de la peau","","","","","","","","",""
"ASPARAGUS RACEMOSUS ROOT POWDER","Agent d'entretien de la peau","","","","","","","","","","",""
"ASPARTAME","Agent arômatisant","","","","","","","","","","",""
"ASPARTIC ACID","Antistatique","Conditionneur capillaire","Agent masquant","Agent d'entretien de la peau","","","","","","","",""
"ASPERGILLUS FERMENT","Agent d'entretien de la peau","","","","","","","","","","",""
"ASPERGILLUS FERMENT EXTRACT FILTRATE","Humectant","","","","","","","","","","",""
"ASPERGILLUS/CAMELLIA SINENSIS LEAF EXTRACT FERMENT FILTRATE","Antioxydant","Humectant","Agent d'entretien de la peau","","","","","","","","",""
"ASPERGILLUS/CAMELLIA SINENSIS LEAF FERMENT EXTRACT","Antimicrobien","Antioxydant","","","","","","","","","",""
"ASPERGILLUS/CAMELLIA SINENSIS LEAF FERMENT EXTRACT FILTRATE","Agent d'entretien de la peau","","","","","","","","","","",""
"ASPERGILLUS/CAMELLIA SINENSIS LEAF FERMENT FILTRATE","","","","","","","","","","","",""
"ASPERGILLUS/GLUCOSE/SOYBEAN/STARCH FERMENT FILTRATE","Agent d'hygiène buccale","","","","","","","","","","",""
"ASPERGILLUS/LACTOBACILLUS/CAMELLIA SINENSIS LEAF FERMENT EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ASPERGILLUS/LACTOBACILLUS/GINGER ROOT/RICE FERMENT FILTRATE","Agent d'entretien de la peau","","","","","","","","","","",""
"ASPERGILLUS/MOLASSES FERMENT FILTRATE","Agent d'entretien de la peau","","","","","","","","","","",""
"ASPERGILLUS/RICE FERMENT","Humectant","","","","","","","","","","",""
"ASPERGILLUS/RICE FERMENT EXTRACT","Humectant","Agent d'entretien de la peau","","","","","","","","","",""
"ASPERGILLUS/RICE FERMENT FILTRATE","Agent d'entretien de la peau","","","","","","","","","","",""
"ASPERGILLUS/RICE GERM FERMENT EXTRACT FILTRATE","Emollient","","","","","","","","","","",""
"ASPERGILLUS/SACCHAROMYCES RICE FERMENT LEES","Emollient","","","","","","","","","","",""
"ASPERGILLUS/SACCHAROMYCES/BARLEY SEED FERMENT EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ASPERGILLUS/SACCHAROMYCES/GASTRODIA ELATA ROOT EXTRACT FERMENT FILTRATE","Agent d'entretien de la peau","","","","","","","","","","",""
"ASPERGILLUS/SACCHAROMYCES/GLYCYRRHIZA URALENSIS ROOT EXTRACT FERMENT FILTRATE","Agent d'entretien de la peau","","","","","","","","","","",""
"ASPERGILLUS/SACCHAROMYCES/RICE FERMENT EXTRACT FILTRATE","Humectant","","","","","","","","","","",""
"ASPERGILLUS/SACCHAROMYCES/RICE FERMENT FILTRATE","Humectant","Agent d'entretien de la peau","","","","","","","","","",""
"ASPERGILLUS/SNAIL SECRETION FILTRATE FERMENT FILTRATE","Agent d'entretien de la peau","","","","","","","","","","",""
"ASPERGILLUS/SORGHUM BICOLOR LEAF/STEM EXTRACT FERMENT FILTRATE","Antioxydant","Agent d'entretien de la peau","","","","","","","","","",""
"ASTAXANTHIN","Agent d'entretien de la peau","","","","","","","","","","",""
"ASTER SCABER EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ASTER TRIPOLIUM EXTRACT","Conditionneur capillaire","Agent de protection de la peau","","","","","","","","","",""
"ASTERISCUS GRAVEOLENS FLOWER/FRUIT/LEAF/STEM EXTRACT","Agent de protection de la peau","","","","","","","","","","",""
"ASTRAGALUS GUMMIFER GUM","Agent fixant","Stabilisateur d'émulsion","Agent filmogène","Agent masquant","Agent de contrôle de la viscosité","","","","","","",""
"ASTRAGALUS GUMMIFER ROOT EXTRACT","Stabilisateur d'émulsion","Agent filmogène","Agent de contrôle de la viscosité","","","","","","","","",""
"ASTRAGALUS MEMBRANACEUS LEAF EXTRACT","Antioxydant","Emollient","Agent d'entretien de la peau","","","","","","","","",""
"ASTRAGALUS MEMBRANACEUS ROOT EXTRACT","Emollient","Agent d'entretien de la peau","","","","","","","","","",""
"ASTRAGALUS MEMBRANACEUS ROOT POWDER","Agent Abrasif","Agent masquant","Agent de protection de la peau","","","","","","","","",""
"ASTRAGALUS SINICUS EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ASTRAGALUS SINICUS SEED EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ASTROCARYUM MURUMURU FLOWER EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ASTROCARYUM MURUMURU FRUIT EXTRACT","Emollient","Agent d'entretien de la peau","","","","","","","","","",""
"ASTROCARYUM MURUMURU SEED BUTTER","Emollient","Agent d'entretien de la peau","","","","","","","","","",""
"ASTROCARYUM MURUMURU SEED OIL","Emollient","","","","","","","","","","",""
"ASTROCARYUM MURUMURU SEED POWDER","Agent Abrasif","","","","","","","","","","",""
"ASTROCARYUM TUCUMA SEED BUTTER","Emollient","Agent d'entretien de la peau","","","","","","","","","",""
"ASTROCARYUM TUCUMA SEED OIL","Agent de protection de la peau","","","","","","","","","","",""
"ASTROCARYUM VULGARE FRUIT OIL","Agent d'entretien de la peau","","","","","","","","","","",""
"ASTROCARYUM VULGARE KERNEL OIL","Agent d'entretien de la peau","","","","","","","","","","",""
"ATELOCOLLAGEN","Agent d'entretien de la peau","","","","","","","","","","",""
"ATRACTYLODES CHINENSIS RHIZOME EXTRACT","Astringent","","","","","","","","","","",""
"ATRACTYLODES JAPONICA RHIZOME EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ATRACTYLODES LANCEA ROOT EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ATRACTYLODES MACROCEPHALA RHIZOME EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ATRACTYLODES MACROCEPHALA ROOT EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ATRACTYLODES MACROCEPHALA ROOT POWDER","Humectant","Agent d'entretien de la peau","","","","","","","","","",""
"ATRACTYLOIDES CHINENSIS RHIZOME EXTRACT","","","","","","","","","","","",""
"ATRACTYLOIDES JAPONICA RHIZOME EXTRACT","","","","","","","","","","","",""
"ATRACTYLOIDES JAPONICA ROOT EXTRACT","","","","","","","","","","","",""
"ATRACTYLOIDES JAPONICA ROOT OIL","","","","","","","","","","","",""
"ATRACTYLOIDES LANCEA ROOT EXTRACT","","","","","","","","","","","",""
"ATRACTYLOIDES MACROCEPHALA RHIZOME EXTRACT","","","","","","","","","","","",""
"ATRACTYLOIDES MACROCEPHALA ROOT EXTRACT","","","","","","","","","","","",""
"ATRACTYLOIDES MACROCEPHALA ROOT POWDER","","","","","","","","","","","",""
"ATRIPLEX NUMMULARIA EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"ATTALEA MARIPA SEED BUTTER","Agent d'entretien de la peau","","","","","","","","","","",""
"ATTALEA SPECIOSA MESOCARP EXTRACT","Agent filmogène","Agent d'entretien de la peau","","","","","","","","","",""
"ATTALEA SPECIOSA SEED OIL","Emollient","Agent d'entretien de la peau","","","","","","","","","",""
"ATTAPULGITE","Agent Abrasif","Agent Absorbant","Agent de foisonnement","Opacifiant","Agent de contrôle de la viscosité","","","","","","",""
"AUCOUMEA KLAINEANA RESIN EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"AUREOBASIDIUM PULLULANS FERMENT","Agent d'entretien de la peau","","","","","","","","","","",""
"AUREOBASIDIUM PULLULANS FERMENT EXTRACT","Agent filmogène","","","","","","","","","","",""
"AUREOBASIDIUM PULLULANS FERMENT FILTRATE","Humectant","Agent d'entretien de la peau","Agent de protection de la peau","","","","","","","","",""
"AUREOBASIDIUM PULLULANS/RICE BRAN FERMENT","Humectant","Agent d'entretien de la peau","Agent de protection de la peau","","","","","","","","",""
"AURICULARIA AURICULA-JUDAE EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"AURICULARIA POLYTRICHA FRUITING BODY EXTRACT","Humectant","Agent d'entretien de la peau","Agent de protection de la peau","","","","","","","","",""
"AVENA SATIVA (OAT) MERISTEM CELL EXTRACT","","","","","","","","","","","",""
"AVENA SATIVA (OAT) SPROUT OIL","","","","","","","","","","","",""
"AVENA SATIVA BRAN","Agent Abrasif","Agent Absorbant","Agent de foisonnement","","","","","","","","",""
"AVENA SATIVA BRAN EXTRACT","Agent Abrasif","","","","","","","","","","",""
"AVENA SATIVA FLOWER/LEAF/STEM EXTRACT","Conditionneur capillaire","","","","","","","","","","",""
"AVENA SATIVA FLOWER/LEAF/STEM JUICE","Agent d'entretien de la peau","","","","","","","","","","",""
"AVENA SATIVA HULL FIBER","Agent Abrasif","Agent fixant","Agent de foisonnement","","","","","","","","",""
"AVENA SATIVA KERNEL EXTRACT","Agent Abrasif","Antioxydant","Emollient","Agent d'entretien de la peau","","","","","","","",""
"AVENA SATIVA KERNEL FLOUR","Agent Abrasif","Agent Absorbant","Agent de foisonnement","Agent de contrôle de la viscosité","","","","","","","",""
"AVENA SATIVA KERNEL MEAL","Agent Abrasif","Agent Absorbant","Agent de foisonnement","","","","","","","","",""
"AVENA SATIVA KERNEL OIL","Agent d'entretien de la peau","","","","","","","","","","",""
"AVENA SATIVA KERNEL PROTEIN","Agent filmogène","Conditionneur capillaire","Agent d'entretien de la peau","","","","","","","","",""
"AVENA SATIVA LEAF EXTRACT","Astringent","","","","","","","","","","",""
"AVENA SATIVA LEAF/STALK EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"AVENA SATIVA LEAF/STEM EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"AVENA SATIVA MEAL EXTRACT","Agent apaisant","","","","","","","","","","",""
"AVENA SATIVA PEPTIDE","Agent filmogène","Conditionneur capillaire","Agent d'entretien de la peau","","","","","","","","",""
"AVENA SATIVA PROTEIN EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"AVENA SATIVA SEED WATER","Solvant","","","","","","","","","","",""
"AVENA SATIVA SPROUT OIL","Agent d'entretien de la peau","","","","","","","","","","",""
"AVENA SATIVA STARCH","Agent Absorbant","Agent de contrôle de la viscosité","","","","","","","","","",""
"AVENA SATIVA STRAW EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"AVENA STRIGOSA SEED EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"AVENANTHRAMIDES","Antioxydant","Conditionneur capillaire","Agent de protection de la peau","","","","","","","","",""
"AVERRHOA CARAMBOLA FRUIT EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"AVERRHOA CARAMBOLA FRUIT JUICE","Agent d'entretien de la peau","","","","","","","","","","",""
"AVERRHOA CARAMBOLA LEAF EXTRACT","Humectant","Agent d'entretien de la peau","","","","","","","","","",""
"AVOCADAMIDOPROPYL BETAINE","Antistatique","Agent nettoyant","Sinergiste de mousse","Conditionneur capillaire","Agent d'entretien de la peau","Tensioactif","Agent de contrôle de la viscosité","","","","",""
"AVOCADO OIL GLYCERETH-8 ESTERS","Agent nettoyant","Tensioactif","","","","","","","","","",""
"AVOCADO OIL PEG-11 ESTERS","Emollient","Agent émulsifiant","Agent d'entretien de la peau","Tensioactif","","","","","","","",""
"AVOCADO OIL PEG-8 ESTERS","Emollient","Agent émulsifiant","Agent d'entretien de la peau","Tensioactif","","","","","","","",""
"AVOCADO OIL POLYGLYCERYL-6 ESTERS","Emollient","Agent émulsifiant","Agent d'entretien de la peau","Tensioactif","","","","","","","",""
"AVOCADO OIL PROPYLENE GLYCOL ESTERS","Emollient","Agent émulsifiant","Agent d'entretien de la peau","Tensioactif","","","","","","","",""
"AZADIRACHTA INDICA BARK EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"AZADIRACHTA INDICA BARK/SEED EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"AZADIRACHTA INDICA LEAF EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"AZADIRACHTA INDICA LEAF OIL","Agent masquant","","","","","","","","","","",""
"AZADIRACHTA INDICA LEAF POWDER","","","","","","","","","","","",""
"AZADIRACHTA INDICA SEED EXTRACT","Agent d'entretien de la peau","","","","","","","","","","",""
"AZADIRACHTA INDICA SEED OIL","Agent d'entretien de la peau","","","","","","","","","","",""
